frame.time_relative,ip.src,ip.dst,_ws.col.protocol,frame.len,tcp.flags,label
"212.908176000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"212.908214000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"212.908214000","192.168.1.10","192.168.1.20","TCP","29254","0x0010",normal,normal
"212.909756000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"212.909781000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"212.909781000","192.168.1.10","192.168.1.20","TCP","29254","0x0010",normal,normal
"212.910189000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"212.910207000","192.168.1.10","192.168.1.20","TCP","64294","0x0010",normal,normal
"212.910207000","192.168.1.10","192.168.1.20","TCP","29254","0x0010",normal,normal
"212.910767000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"212.910785000","192.168.1.10","192.168.1.20","SMB2","5574","0x0018",normal,normal
"212.911210000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"212.913389000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"212.926139000","192.168.1.20","192.168.1.10","SMB2","146","0x0018",normal,normal
"212.926372000","192.168.1.10","192.168.1.20","SMB2","182","0x0018",normal,normal
"212.951396000","192.168.1.20","192.168.1.10","SMB2","330","0x0018",normal,normal
"212.952226000","192.168.1.10","192.168.1.20","SMB2","418","0x0018",normal,normal
"212.954955000","192.168.1.20","192.168.1.10","SMB2","162","0x0018",normal,normal
"212.956036000","192.168.1.10","192.168.1.20","SMB2","130","0x0018",normal,normal
"212.957188000","192.168.1.20","192.168.1.10","SMB2","146","0x0018",normal,normal
"212.957992000","192.168.1.10","192.168.1.20","SMB2","182","0x0018",normal,normal
"212.959545000","192.168.1.20","192.168.1.10","SMB2","210","0x0018",normal,normal
"212.959764000","192.168.1.10","192.168.1.20","SMB2","242","0x0018",normal,normal
"212.960246000","192.168.1.20","192.168.1.10","SMB2","146","0x0018",normal,normal
"212.960376000","192.168.1.10","192.168.1.20","SMB2","182","0x0018",normal,normal
"212.964383000","192.168.1.20","192.168.1.10","SMB2","330","0x0018",normal,normal
"212.964805000","192.168.1.10","192.168.1.20","SMB2","418","0x0018",normal,normal
"212.965903000","192.168.1.20","192.168.1.10","SMB2","162","0x0018",normal,normal
"212.966063000","192.168.1.10","192.168.1.20","SMB2","130","0x0018",normal,normal
"212.966833000","192.168.1.20","192.168.1.10","SMB2","146","0x0018",normal,normal
"212.967433000","192.168.1.10","192.168.1.20","SMB2","182","0x0018",normal,normal
"212.982573000","192.168.1.20","192.168.1.10","SMB2","210","0x0018",normal,normal
"212.982769000","192.168.1.10","192.168.1.20","SMB2","242","0x0018",normal,normal
"212.983283000","192.168.1.20","192.168.1.10","SMB2","146","0x0018",normal,normal
"212.983396000","192.168.1.10","192.168.1.20","SMB2","182","0x0018",normal,normal
"213.008777000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"213.008777000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"213.024677000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"213.024677000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"213.192670000",,,"ARP","60",,normal,normal
"213.915092000",,,"ARP","60",,normal,normal
"214.915323000",,,"ARP","60",,normal,normal
"215.681072000","192.168.1.20","192.168.1.10","SMB2","126","0x0018",normal,normal
"215.681198000","192.168.1.10","192.168.1.20","SMB2","126","0x0018",normal,normal
"215.728187000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"220.596428000",,,"ARP","42",,normal,normal
"221.500058000",,,"ARP","42",,normal,normal
"222.501289000",,,"ARP","42",,normal,normal
"228.184586000",,,"ARP","60",,normal,normal
"228.915077000",,,"ARP","60",,normal,normal
"229.917492000",,,"ARP","60",,normal,normal
"230.641092000","192.168.1.10","192.168.1.20","iSCSI","102","0x0018",normal,normal
"230.641796000","192.168.1.20","192.168.1.10","iSCSI","102","0x0018",normal,normal
"230.656465000","192.168.1.10","192.168.1.20","TCP","54","0x0010",normal,normal
"235.567215000",,,"ARP","42",,normal,normal
"236.500098000",,,"ARP","42",,normal,normal
"236.700901000","192.168.1.20","192.168.1.10","SMB2","210","0x0018",normal,normal
"236.701728000","192.168.1.10","192.168.1.20","SMB2","242","0x0018",normal,normal
"236.702436000","192.168.1.20","192.168.1.10","SMB2","146","0x0018",normal,normal
"236.702609000","192.168.1.10","192.168.1.20","SMB2","182","0x0018",normal,normal
"236.742820000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"236.758468000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"237.500159000",,,"ARP","42",,normal,normal
"242.994207000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"242.994365000","192.168.1.10","192.168.1.20","TCP","66","0x0010",normal,normal
"243.184587000",,,"ARP","60",,normal,normal
"243.915744000",,,"ARP","60",,normal,normal
"244.916051000",,,"ARP","60",,normal,normal
"245.696871000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"245.696917000","192.168.1.10","192.168.1.20","TCP","66","0x0010",normal,normal
"250.565055000",,,"ARP","42",,normal,normal
"251.501044000",,,"ARP","42",,normal,normal
"252.500924000",,,"ARP","42",,normal,normal
"255.641835000","192.168.1.10","192.168.1.20","iSCSI","102","0x0018",normal,normal
"255.643579000","192.168.1.20","192.168.1.10","iSCSI","102","0x0018",normal,normal
"255.656929000","192.168.1.10","192.168.1.20","TCP","54","0x0010",normal,normal
"258.183586000",,,"ARP","60",,normal,normal
"258.916110000",,,"ARP","60",,normal,normal
"259.916033000",,,"ARP","60",,normal,normal
"265.578807000",,,"ARP","42",,normal,normal
"266.484565000","192.168.1.10","192.168.1.20","SMB2","166","0x0018",normal,normal
"266.486684000","192.168.1.20","192.168.1.10","SMB2","146","0x0018",normal,normal
"266.487015000","192.168.1.10","192.168.1.20","SMB2","312","0x0018",normal,normal
"266.487970000","192.168.1.20","192.168.1.10","SMB2","154","0x0018",normal,normal
"266.499711000","192.168.1.10","192.168.1.20","TCP","54","0x0010",normal,normal
"266.499716000",,,"ARP","42",,normal,normal
"266.499820000","192.168.1.10","192.168.1.20","SMB2","130","0x0018",normal,normal
"266.539086000","192.168.1.10","192.168.1.255","NBNS","92",,normal,normal
"266.540962000","192.168.1.10","224.0.0.251","MDNS","69",,normal,normal
"266.541405000",,,"MDNS","89",,normal,normal
"266.541496000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"266.541996000","192.168.1.10","224.0.0.251","MDNS","69",,normal,normal
"266.542555000",,,"MDNS","89",,normal,normal
"266.543160000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"266.543272000",,,"LLMNR","83",,normal,normal
"266.543650000","192.168.1.10","224.0.0.252","LLMNR","63",,normal,normal
"266.544255000",,,"LLMNR","83",,normal,normal
"266.544540000","192.168.1.10","224.0.0.252","LLMNR","63",,normal,normal
"266.713112000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"266.713112000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"266.713163000","192.168.1.10","192.168.1.20","TCP","66","0x0010",normal,normal
"266.713288000","192.168.1.10","192.168.1.20","TCP","66","0x0010",normal,normal
"266.953383000",,,"LLMNR","83",,normal,normal
"266.953383000",,,"LLMNR","83",,normal,normal
"266.953716000","192.168.1.10","224.0.0.252","LLMNR","63",,normal,normal
"266.954237000","192.168.1.10","224.0.0.252","LLMNR","63",,normal,normal
"267.281433000","192.168.1.10","192.168.1.255","NBNS","92",,normal,normal
"267.488327000","192.168.1.20","192.168.1.10","SMB2","210","0x0018",normal,normal
"267.488570000","192.168.1.10","192.168.1.20","SMB2","242","0x0018",normal,normal
"267.490629000","192.168.1.20","192.168.1.10","SMB2","146","0x0018",normal,normal
"267.490764000","192.168.1.10","192.168.1.20","SMB2","182","0x0018",normal,normal
"267.491711000","192.168.1.20","192.168.1.10","SMB2","382","0x0018",normal,normal
"267.491931000","192.168.1.10","192.168.1.20","SMB2","130","0x0018",normal,normal
"267.492718000","192.168.1.20","192.168.1.10","SMB2","286","0x0018",normal,normal
"267.492926000","192.168.1.10","192.168.1.20","SMB2","322","0x0018",normal,normal
"267.493653000","192.168.1.20","192.168.1.10","SMB2","260","0x0018",normal,normal
"267.493907000","192.168.1.10","192.168.1.20","SMB2","730","0x0018",normal,normal
"267.499706000",,,"ARP","42",,normal,normal
"267.531774000","192.168.1.10","224.0.0.251","MDNS","69",,normal,normal
"267.532393000",,,"MDNS","89",,normal,normal
"267.532736000","192.168.1.10","224.0.0.251","MDNS","69",,normal,normal
"267.532909000",,,"MDNS","89",,normal,normal
"267.540240000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"267.540240000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"267.540240000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"267.540240000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"268.046816000","192.168.1.10","192.168.1.255","NBNS","92",,normal,normal
"273.011748000","192.168.1.10","192.168.1.20","SMB2","166","0x0018",normal,normal
"273.012006000","192.168.1.10","192.168.1.20","SMB2","216","0x0018",normal,normal
"273.014662000","192.168.1.20","192.168.1.10","SMB2","146","0x0018",normal,normal
"273.014846000","192.168.1.10","192.168.1.20","SMB2","182","0x0018",normal,normal
"273.015580000","192.168.1.20","192.168.1.10","SMB2","154","0x0018",normal,normal
"273.030872000","192.168.1.10","192.168.1.20","TCP","54","0x0010",normal,normal
"273.031238000","192.168.1.10","192.168.1.20","SMB2","130","0x0018",normal,normal
"273.055547000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"273.055547000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"273.086675000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"273.181578000",,,"ARP","60",,normal,normal
"273.915484000",,,"ARP","60",,normal,normal
"274.018074000","192.168.1.20","192.168.1.10","SMB2","210","0x0018",normal,normal
"274.018301000","192.168.1.10","192.168.1.20","SMB2","242","0x0018",normal,normal
"274.020928000","192.168.1.20","192.168.1.10","SMB2","146","0x0018",normal,normal
"274.021092000","192.168.1.10","192.168.1.20","SMB2","182","0x0018",normal,normal
"274.021854000","192.168.1.20","192.168.1.10","SMB2","286","0x0018",normal,normal
"274.022119000","192.168.1.10","192.168.1.20","SMB2","322","0x0018",normal,normal
"274.022912000","192.168.1.20","192.168.1.10","SMB2","260","0x0018",normal,normal
"274.023175000","192.168.1.10","192.168.1.20","SMB2","706","0x0018",normal,normal
"274.071106000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"274.071106000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"274.087433000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"274.087433000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"274.916137000",,,"ARP","60",,normal,normal
"277.616520000","192.168.1.10","192.168.1.20","SMB2","166","0x0018",normal,normal
"277.617108000","192.168.1.10","192.168.1.20","SMB2","160","0x0018",normal,normal
"277.618310000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"277.619451000","192.168.1.20","192.168.1.10","SMB2","154","0x0018",normal,normal
"277.620692000","192.168.1.20","192.168.1.10","SMB2","146","0x0018",normal,normal
"277.621133000","192.168.1.10","192.168.1.20","SMB2","182","0x0018",normal,normal
"277.625122000","192.168.1.10","192.168.1.20","SMB2","130","0x0018",normal,normal
"277.682237000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"277.682764000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"278.639232000","192.168.1.20","192.168.1.10","SMB2","210","0x0018",normal,normal
"278.639426000","192.168.1.10","192.168.1.20","SMB2","242","0x0018",normal,normal
"278.640022000","192.168.1.20","192.168.1.10","SMB2","146","0x0018",normal,normal
"278.640148000","192.168.1.10","192.168.1.20","SMB2","182","0x0018",normal,normal
"278.643141000","192.168.1.20","192.168.1.10","SMB2","286","0x0018",normal,normal
"278.643357000","192.168.1.10","192.168.1.20","SMB2","322","0x0018",normal,normal
"278.643959000","192.168.1.20","192.168.1.10","SMB2","260","0x0018",normal,normal
"278.644118000","192.168.1.10","192.168.1.20","SMB2","706","0x0018",normal,normal
"278.680499000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"278.680499000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"278.696118000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"278.696194000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"280.579313000",,,"ARP","42",,normal,normal
"280.641037000","192.168.1.10","192.168.1.20","iSCSI","102","0x0018",normal,normal
"280.641698000","192.168.1.20","192.168.1.10","iSCSI","102","0x0018",normal,normal
"280.656397000","192.168.1.10","192.168.1.20","TCP","54","0x0010",normal,normal
"281.500178000",,,"ARP","42",,normal,normal
"282.499651000",,,"ARP","42",,normal,normal
"288.185077000",,,"ARP","60",,normal,normal
"288.916478000",,,"ARP","60",,normal,normal
"289.915755000",,,"ARP","60",,normal,normal
"290.802616000","192.168.1.20","192.168.1.10","TCP","66","0x0002",normal,normal
"290.802740000","192.168.1.10","192.168.1.20","TCP","66","0x0012",normal,normal
"290.803057000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"290.804724000","192.168.1.20","192.168.1.10","DCERPC","214","0x0018",normal,normal
"290.804830000","192.168.1.10","192.168.1.20","DCERPC","162","0x0018",normal,normal
"290.805232000","192.168.1.20","192.168.1.10","EPM","222","0x0018",normal,normal
"290.805544000","192.168.1.10","192.168.1.20","EPM","322","0x0018",normal,normal
"290.809599000","192.168.1.20","192.168.1.10","TCP","66","0x0002",normal,normal
"290.809697000","192.168.1.10","192.168.1.20","TCP","66","0x0012",normal,normal
"290.810626000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"290.815597000","192.168.1.20","192.168.1.10","TCP","1514","0x0010",normal,normal
"290.815597000","192.168.1.20","192.168.1.10","DCERPC","538","0x0018",normal,normal
"290.815660000","192.168.1.10","192.168.1.20","TCP","54","0x0010",normal,normal
"290.816324000","192.168.1.10","192.168.1.20","DCERPC","338","0x0018",normal,normal
"290.817224000","192.168.1.20","192.168.1.10","DCERPC","274","0x0018",normal,normal
"290.817493000","192.168.1.10","192.168.1.20","DCERPC","159","0x0018",normal,normal
"290.820346000","192.168.1.20","192.168.1.10","DRSUAPI","322","0x0018",normal,normal
"290.820610000","192.168.1.10","192.168.1.20","DRSUAPI","258","0x0018",normal,normal
"290.821386000","192.168.1.20","192.168.1.10","DRSUAPI","306","0x0018",normal,normal
"290.821726000","192.168.1.10","192.168.1.20","DRSUAPI","386","0x0018",normal,normal
"290.822203000","192.168.1.20","192.168.1.10","DRSUAPI","194","0x0018",normal,normal
"290.822334000","192.168.1.10","192.168.1.20","DRSUAPI","194","0x0018",normal,normal
"290.823945000","192.168.1.20","192.168.1.10","EPM","222","0x0018",normal,normal
"290.824155000","192.168.1.10","192.168.1.20","EPM","322","0x0018",normal,normal
"290.824904000","192.168.1.20","192.168.1.10","DRSUAPI","258","0x0018",normal,normal
"290.825073000","192.168.1.10","192.168.1.20","DRSUAPI","258","0x0018",normal,normal
"290.825495000","192.168.1.20","192.168.1.10","DRSUAPI","306","0x0018",normal,normal
"290.825739000","192.168.1.10","192.168.1.20","DRSUAPI","386","0x0018",normal,normal
"290.826137000","192.168.1.20","192.168.1.10","DRSUAPI","194","0x0018",normal,normal
"290.826242000","192.168.1.10","192.168.1.20","DRSUAPI","194","0x0018",normal,normal
"290.830046000","192.168.1.20","192.168.1.10","TCP","66","0x0002",normal,normal
"290.830124000","192.168.1.10","192.168.1.20","TCP","66","0x0012",normal,normal
"290.830427000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"290.831324000","192.168.1.20","192.168.1.10","LDAP","404","0x0018",normal,normal
"290.831550000","192.168.1.10","192.168.1.20","LDAP","2682","0x0018",normal,normal
"290.831857000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"290.833584000","192.168.1.20","192.168.1.10","TCP","1514","0x0010",normal,normal
"290.833584000","192.168.1.20","192.168.1.10","LDAP","429","0x0018",normal,normal
"290.833621000","192.168.1.10","192.168.1.20","TCP","54","0x0010",normal,normal
"290.834356000","192.168.1.10","192.168.1.20","LDAP","264","0x0018",normal,normal
"290.835284000","192.168.1.20","192.168.1.10","LDAP","189","0x0018",normal,normal
"290.835553000","192.168.1.10","192.168.1.20","LDAP","213","0x0018",normal,normal
"290.836697000","192.168.1.20","192.168.1.10","LDAP","194","0x0018",normal,normal
"290.836910000","192.168.1.10","192.168.1.20","LDAP","171","0x0018",normal,normal
"290.837385000","192.168.1.20","192.168.1.10","LDAP","188","0x0018",normal,normal
"290.837537000","192.168.1.10","192.168.1.20","LDAP","224","0x0018",normal,normal
"290.841566000","192.168.1.20","192.168.1.10","TCP","66","0x0002",normal,normal
"290.841647000","192.168.1.10","192.168.1.20","TCP","66","0x0012",normal,normal
"290.841928000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"290.844107000","192.168.1.20","192.168.1.10","TCP","1514","0x0010",normal,normal
"290.844107000","192.168.1.20","192.168.1.10","LDAP","429","0x0018",normal,normal
"290.844169000","192.168.1.10","192.168.1.20","TCP","54","0x0010",normal,normal
"290.844913000","192.168.1.10","192.168.1.20","LDAP","264","0x0018",normal,normal
"290.846157000","192.168.1.20","192.168.1.10","LDAP","140","0x0018",normal,normal
"290.846497000","192.168.1.10","192.168.1.20","LDAP","2990","0x0018",normal,normal
"290.846821000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"290.847110000","192.168.1.20","192.168.1.10","LDAP","266","0x0018",normal,normal
"290.847486000","192.168.1.10","192.168.1.20","LDAP","284","0x0018",normal,normal
"290.847985000","192.168.1.20","192.168.1.10","LDAP","97","0x0018",normal,normal
"290.848152000","192.168.1.10","192.168.1.20","TCP","54","0x0014",normal,normal
"290.848753000","192.168.1.20","192.168.1.10","LDAP","97","0x0018",normal,normal
"290.848865000","192.168.1.10","192.168.1.20","TCP","54","0x0014",normal,normal
"290.849091000","192.168.1.20","192.168.1.10","TCP","60","0x0011",normal,normal
"290.867887000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"290.867887000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"290.897496000","192.168.1.20","192.168.1.10","DNS","85",,normal,normal
"291.884316000","192.168.1.20","192.168.1.10","DNS","85",,normal,normal
"292.885039000","192.168.1.20","192.168.1.10","DNS","85",,normal,normal
"294.886373000","192.168.1.20","192.168.1.10","DNS","85",,normal,normal
"295.565062000",,,"ARP","42",,normal,normal
"296.500394000",,,"ARP","42",,normal,normal
"297.499763000",,,"ARP","42",,normal,normal
"297.672974000","192.168.1.20","192.168.1.10","SMB2","210","0x0018",normal,normal
"297.673837000","192.168.1.10","192.168.1.20","SMB2","242","0x0018",normal,normal
"297.674476000","192.168.1.20","192.168.1.10","SMB2","146","0x0018",normal,normal
"297.674660000","192.168.1.10","192.168.1.20","SMB2","182","0x0018",normal,normal
"297.727698000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"297.727698000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"298.718746000",,,"ARP","42",,normal,normal
"298.899556000","192.168.1.20","192.168.1.10","DNS","85",,normal,normal
"299.500030000",,,"ARP","42",,normal,normal
"300.382232000",,,"SSDP","157",,normal,normal
"300.382497000","192.168.1.20","239.255.255.250","SSDP","143",,normal,normal
"300.384842000","192.168.1.1","192.168.1.20","SSDP","305",,normal,normal
"300.388586000",,,"ARP","60",,normal,normal
"300.390257000",,,"SSDP","189",,normal,normal
"300.390516000","192.168.1.20","239.255.255.250","SSDP","175",,normal,normal
"300.404867000","192.168.1.20","192.168.1.255","BROWSER","216",,normal,normal
"300.405754000","192.168.1.20","192.168.1.10","BROWSER","216",,normal,normal
"300.415393000",,,"UDP/XML","686",,normal,normal
"300.415836000","192.168.1.20","239.255.255.250","UDP/XML","666",,normal,normal
"300.500042000",,,"ARP","42",,normal,normal
"300.531211000","192.168.1.10","192.168.1.20","DNS","85",,normal,normal
"300.571076000","192.168.1.20","239.255.255.250","UDP/XML","666",,normal,normal
"300.602605000",,,"UDP/XML","686",,normal,normal
"300.607952000","192.168.1.20","192.168.1.10","TCP","60","0x0014",normal,normal
"300.608534000","192.168.1.20","192.168.1.10","TCP","60","0x0014",normal,normal
"300.868619000","192.168.1.20","239.255.255.250","UDP/XML","666",,normal,normal
"300.915042000",,,"ARP","60",,normal,normal
"300.977648000",,,"UDP/XML","686",,normal,normal
"301.400415000","192.168.1.20","192.168.1.255","BROWSER","216",,normal,normal
"301.400415000","192.168.1.20","192.168.1.10","BROWSER","216",,normal,normal
"301.455766000","192.168.1.20","239.255.255.250","UDP/XML","666",,normal,normal
"301.729010000",,,"UDP/XML","686",,normal,normal
"301.931948000",,,"ARP","60",,normal,normal
"302.401019000","192.168.1.20","192.168.1.255","BROWSER","216",,normal,normal
"302.401667000","192.168.1.20","192.168.1.10","BROWSER","216",,normal,normal
"302.602806000","192.168.1.20","239.255.255.250","UDP/XML","666",,normal,normal
"303.184991000",,,"ARP","60",,normal,normal
"303.229350000",,,"UDP/XML","686",,normal,normal
"303.370467000",,,"SSDP","157",,normal,normal
"303.371431000","192.168.1.20","239.255.255.250","SSDP","143",,normal,normal
"303.374695000","192.168.1.1","192.168.1.20","SSDP","305",,normal,normal
"303.385498000",,,"SSDP","189",,normal,normal
"303.386353000","192.168.1.20","239.255.255.250","SSDP","175",,normal,normal
"303.401154000","192.168.1.20","192.168.1.255","NBNS","92",,normal,normal
"303.916193000",,,"ARP","60",,normal,normal
"304.166710000","192.168.1.20","192.168.1.255","NBNS","92",,normal,normal
"304.603109000","192.168.1.20","239.255.255.250","UDP/XML","666",,normal,normal
"304.915104000",,,"ARP","60",,normal,normal
"304.930578000","192.168.1.20","192.168.1.255","NBNS","92",,normal,normal
"305.243531000",,,"UDP/XML","686",,normal,normal
"305.641106000","192.168.1.10","192.168.1.20","iSCSI","102","0x0018",normal,normal
"305.641524000","192.168.1.20","192.168.1.10","iSCSI","102","0x0018",normal,normal
"305.656167000","192.168.1.10","192.168.1.20","TCP","54","0x0010",normal,normal
"306.384254000",,,"SSDP","157",,normal,normal
"306.384727000","192.168.1.20","239.255.255.250","SSDP","143",,normal,normal
"306.387007000","192.168.1.1","192.168.1.20","SSDP","305",,normal,normal
"306.399455000",,,"SSDP","189",,normal,normal
"306.400162000","192.168.1.20","239.255.255.250","SSDP","175",,normal,normal
"306.618682000","192.168.1.20","239.255.255.250","UDP/XML","666",,normal,normal
"307.259194000",,,"UDP/XML","686",,normal,normal
"307.431058000",,,"ARP","60",,normal,normal
"308.415064000",,,"ARP","60",,normal,normal
"308.649724000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"308.649724000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"308.649762000","192.168.1.10","192.168.1.20","TCP","66","0x0010",normal,normal
"308.649848000","192.168.1.10","192.168.1.20","TCP","66","0x0010",normal,normal
"309.416165000",,,"ARP","60",,normal,normal
"310.566125000",,,"ARP","42",,normal,normal
"311.500000000",,,"ARP","42",,normal,normal
"312.501713000",,,"ARP","42",,normal,normal
"315.431550000",,,"ARP","60",,normal,normal
"316.415442000",,,"ARP","60",,normal,normal
"317.416336000",,,"ARP","60",,normal,normal
"318.416348000",,,"ARP","60",,normal,normal
"319.416194000",,,"ARP","60",,normal,normal
"320.416314000",,,"ARP","60",,normal,normal
"327.682603000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"327.682836000","192.168.1.10","192.168.1.20","TCP","66","0x0010",normal,normal
"327.684185000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"327.684236000","192.168.1.10","192.168.1.20","TCP","66","0x0010",normal,normal
"328.395598000","192.168.1.20","192.168.1.10","SMB2","286","0x0018",normal,normal
"328.395924000","192.168.1.10","192.168.1.20","SMB2","322","0x0018",normal,normal
"328.397032000","192.168.1.20","192.168.1.10","SMB2","382","0x0018",normal,normal
"328.397324000","192.168.1.10","192.168.1.20","SMB2","410","0x0018",normal,normal
"328.398090000","192.168.1.20","192.168.1.10","SMB2","162","0x0018",normal,normal
"328.398156000","192.168.1.10","192.168.1.20","SMB2","130","0x0018",normal,normal
"328.403766000","192.168.1.20","192.168.1.10","SMB2","171","0x0018",normal,normal
"328.403962000","192.168.1.10","192.168.1.20","SMB2","149","0x0018",normal,normal
"328.427300000","192.168.1.20","192.168.1.10","SMB2","358","0x0018",normal,normal
"328.427506000","192.168.1.10","192.168.1.20","SMB2","354","0x0018",normal,normal
"328.428379000","192.168.1.20","192.168.1.10","SMB2","370","0x0018",normal,normal
"328.428625000","192.168.1.10","192.168.1.20","SMB2","346","0x0018",normal,normal
"328.430682000","192.168.1.20","192.168.1.10","SMB2","275","0x0018",normal,normal
"328.430977000","192.168.1.10","192.168.1.20","SMB2","258","0x0018",normal,normal
"328.437442000","192.168.1.20","192.168.1.10","SMB2","171","0x0018",normal,normal
"328.437921000","192.168.1.10","192.168.1.20","SMB2","149","0x0018",normal,normal
"328.439811000","192.168.1.20","192.168.1.10","SMB2","146","0x0018",normal,normal
"328.439983000","192.168.1.10","192.168.1.20","SMB2","182","0x0018",normal,normal
"328.440696000","192.168.1.20","192.168.1.10","SMB2","146","0x0018",normal,normal
"328.440952000","192.168.1.10","192.168.1.20","SMB2","182","0x0018",normal,normal
"328.441563000","192.168.1.20","192.168.1.10","SMB2","146","0x0018",normal,normal
"328.441689000","192.168.1.10","192.168.1.20","SMB2","182","0x0018",normal,normal
"328.492875000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"328.492875000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"328.492875000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"328.492875000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"330.640682000","192.168.1.10","192.168.1.20","iSCSI","102","0x0018",normal,normal
"330.641389000","192.168.1.20","192.168.1.10","iSCSI","102","0x0018",normal,normal
"330.656375000","192.168.1.10","192.168.1.20","TCP","54","0x0010",normal,normal
"333.182521000",,,"ARP","60",,normal,normal
"333.915760000",,,"ARP","60",,normal,normal
"334.915287000",,,"ARP","60",,normal,normal
"340.579561000",,,"ARP","42",,normal,normal
"341.500230000",,,"ARP","42",,normal,normal
"342.500005000",,,"ARP","42",,normal,normal
"355.641597000","192.168.1.10","192.168.1.20","iSCSI","102","0x0018",normal,normal
"355.643337000","192.168.1.20","192.168.1.10","iSCSI","102","0x0018",normal,normal
"355.656689000","192.168.1.10","192.168.1.20","TCP","54","0x0010",normal,normal
"358.446068000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"358.446068000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"358.446068000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"358.446068000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"358.446105000","192.168.1.10","192.168.1.20","TCP","66","0x0010",normal,normal
"358.446350000","192.168.1.10","192.168.1.20","TCP","66","0x0010",normal,normal
"358.446408000","192.168.1.10","192.168.1.20","TCP","66","0x0010",normal,normal
"358.446453000","192.168.1.10","192.168.1.20","TCP","66","0x0010",normal,normal
"358.602982000","192.168.1.20","192.168.1.10","SMB2","210","0x0018",normal,normal
