frame.time_relative,ip.src,ip.dst,_ws.col.protocol,frame.len,tcp.flags,label
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314173000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314623000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314948000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314948000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314948000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314948000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314948000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314948000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314948000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314948000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314948000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314948000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314948000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314948000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314948000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314948000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314948000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314948000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314948000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314948000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314948000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314948000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.314948000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315144000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315401000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315564000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315769000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315769000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315769000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315769000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315781000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315803000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315803000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315803000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315803000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315803000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315803000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315803000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315803000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315803000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315803000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315803000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315803000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315803000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315803000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315803000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315803000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315803000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315890000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315890000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315890000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315890000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315890000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315890000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315890000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315890000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315890000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315890000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315890000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315890000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315890000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315890000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315890000","192.168.1.10","192.168.1.20","TCP","1514","0x0010",normal,normal
"200.315890000","192.168.1.10","192.168.1.20","TCP","434","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","74","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.320798000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.324570000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.324570000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.324570000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.324570000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.324570000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.324570000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.324570000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.324570000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.324570000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.324570000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.324570000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.324570000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.324570000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.324570000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.324570000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.325016000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.325016000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.325196000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.325196000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.327986000","192.168.1.20","192.168.1.10","TCP","66","0x0010",normal,normal
"200.335635000","192.168.1.20","192.168.1.10","SMB2","171","0x0018",normal,normal
"200.336645000","192.168.1.10","192.168.1.20","SMB2","32906","0x0018",normal,normal
"200.339405000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.339405000","192.168.1.20","192.168.1.10","SMB2","171","0x0018",normal,normal
"200.339546000","192.168.1.10","192.168.1.20","SMB2","32906","0x0018",normal,normal
"200.342028000","192.168.1.20","192.168.1.10","TCP","60","0x0010",normal,normal
"200.342028000","192.168.1.20","192.168.1.10","SMB2","171","0x0018",normal,normal
"200.342185000","192.168.1.10","192.168.1.20","NBSS","64294","0x0010",normal,normal
